,Date,Open,High,Low,Close*,Adj Close**,Volume
286,"Jun 25, 2015",2109.96,2116.04,2101.78,2102.31,2102.31,3214610000.0
287,"Jun 24, 2015",2123.65,2125.1,2108.58,2108.58,2108.58,3102480000.0
288,"Jun 23, 2015",2123.16,2128.03,2119.89,2124.2,2124.2,3091190000.0
289,"Jun 22, 2015",2112.5,2129.87,2112.5,2122.85,2122.85,3030020000.0
290,"Jun 19, 2015",2121.06,2121.64,2109.45,2109.99,2109.99,4449810000.0
291,"Jun 18, 2015",2101.58,2126.65,2101.58,2121.24,2121.24,3520360000.0
292,"Jun 17, 2015",2097.4,2106.79,2088.86,2100.44,2100.44,3222240000.0
293,"Jun 16, 2015",2084.26,2097.4,2082.1,2096.29,2096.29,2919900000.0
294,"Jun 15, 2015",2091.34,2091.34,2072.49,2084.43,2084.43,3061570000.0
295,"Jun 12, 2015",2107.43,2107.43,2091.33,2094.11,2094.11,2719400000.0
296,"Jun 11, 2015",2106.24,2115.02,2106.24,2108.86,2108.86,3128600000.0
297,"Jun 10, 2015",2081.12,2108.5,2081.12,2105.2,2105.2,3414320000.0
298,"Jun 09, 2015",2079.07,2085.62,2072.14,2080.15,2080.15,3034580000.0
299,"Jun 08, 2015",2092.34,2093.01,2079.11,2079.28,2079.28,2917150000.0
300,"Jun 05, 2015",2095.09,2100.99,2085.67,2092.83,2092.83,3243690000.0
301,"Jun 04, 2015",2112.35,2112.89,2093.23,2095.84,2095.84,3200050000.0
302,"Jun 03, 2015",2110.64,2121.92,2109.61,2114.07,2114.07,3099980000.0
303,"Jun 02, 2015",2110.41,2117.59,2099.14,2109.6,2109.6,3049350000.0
304,"Jun 01, 2015",2108.64,2119.15,2102.54,2111.73,2111.73,3011710000.0
305,"May 29, 2015",2120.66,2120.66,2104.89,2107.39,2107.39,3927390000.0
306,"May 28, 2015",2122.27,2122.27,2112.86,2120.79,2120.79,2980350000.0
